OPL
7
2000
6
Democrat, Pike
Democrat, Lucy
Democrat, Beiye
Republican, Etta
Republican, Alawa
Independent1, Sasha
,,1,,,
,,1,,,
,,,1,,
,1,,,,
,,,,,1
,1,,,,
,1,,,,
,,,,,1
,,,,1,
,1,,,,
,,1,,,
,,1,,,
,,,,1,
,,,,1,
1,,,,,
,,,,1,
,,,,1,
,,1,,,
,,,,,1
,,,1,,
,1,,,,
,,,1,,
1,,,,,
,1,,,,
1,,,,,
,1,,,,
,,,,1,
,,,,1,
,,1,,,
,,,1,,
,,,,,1
,,1,,,
,,,,,1
,,,,,1
1,,,,,
,,,,1,
,1,,,,
1,,,,,
,,,,,1
,,,1,,
,,1,,,
,1,,,,
,,1,,,
,,,,1,
,,,,1,
,,,,,1
,,1,,,
,,,,,1
,,,1,,
,1,,,,
,,,,,1
,1,,,,
,1,,,,
,,1,,,
,1,,,,
1,,,,,
,1,,,,
,,,1,,
,,,1,,
,,1,,,
,,,,,1
1,,,,,
,,,,1,
,,1,,,
,,,1,,
,,,1,,
,,1,,,
,1,,,,
,,1,,,
1,,,,,
,,,,,1
,,,,1,
,,,,1,
,1,,,,
,,,1,,
,,1,,,
,,1,,,
,1,,,,
,,,1,,
,,,,1,
,,,1,,
1,,,,,
,1,,,,
,,1,,,
,,1,,,
1,,,,,
1,,,,,
1,,,,,
,,,1,,
,,,1,,
,,,1,,
,1,,,,
,1,,,,
,1,,,,
,1,,,,
,,,,1,
,,,,1,
,1,,,,
,1,,,,
,,,1,,
,,,,1,
,,,1,,
,,,,1,
,1,,,,
,,,1,,
,,,,,1
,,,1,,
,,,,,1
,,,1,,
,,,,1,
,,,,1,
,,,1,,
,,1,,,
,,1,,,
,,1,,,
1,,,,,
1,,,,,
,,,,1,
,1,,,,
,1,,,,
,,,,1,
,,,,,1
,,,,,1
,,,,1,
,,,,,1
,1,,,,
,,1,,,
,,1,,,
,1,,,,
,,,1,,
,,,1,,
,,,,1,
,,,,1,
1,,,,,
1,,,,,
,,,,,1
1,,,,,
,,,,1,
1,,,,,
,,,,1,
,,,,1,
,,,1,,
,,,,1,
,,,,1,
1,,,,,
,,,,,1
,,,1,,
,,,1,,
,,,,1,
1,,,,,
,,,,,1
,,,,1,
,,,,,1
1,,,,,
,,,,,1
,1,,,,
1,,,,,
,,1,,,
,,,1,,
,,,,1,
,,,,1,
,,,,1,
,,,,,1
,,,,,1
,1,,,,
,1,,,,
,,,1,,
,1,,,,
,,,1,,
,,1,,,
,,,1,,
1,,,,,
,1,,,,
1,,,,,
,,,,,1
,,,,1,
1,,,,,
,,,,1,
,1,,,,
,,,1,,
,,1,,,
,,,,1,
,1,,,,
,,,1,,
,,,,,1
,,1,,,
,,,,,1
,1,,,,
,,1,,,
,,,,,1
,1,,,,
,,,1,,
,,,1,,
,,,,,1
,,,,1,
,,,,1,
1,,,,,
1,,,,,
,,,,1,
,,,,1,
,,,,,1
,,1,,,
,,,1,,
,,1,,,
,,1,,,
,,1,,,
,,,1,,
1,,,,,
,,,,,1
